nombre,nivel,ataque,defensa,estamina,iv_ataque,iv_defensa,iv_estamina,PC
Swablu,32.0,76,132,128,6,5,0,600
Lombre,17.5,112,119,155,5,13,15,547
Magby,19.0,151,99,128,10,14,0,656
Nidoran?,11.5,86,89,146,14,0,11,242
Grovyle,2.0,172,120,137,10,9,6,68
Ledyba,44.0,72,118,120,6,15,6,662
Gligar,19.5,143,184,163,7,5,2,921
Pachirisu,39.0,94,172,155,14,14,10,1164
Shuppet,33.5,138,65,127,15,4,12,848
Primeape,19.5,207,138,163,4,14,11,1194
Arcanine,23.0,227,166,207,7,1,4,1802
Gabite,33.5,172,125,169,15,5,10,1616
Dusknoir,5.5,180,254,128,13,13,4,339
Ursaring,5.0,236,144,207,15,13,15,394
Mightyena,17.5,171,132,172,5,4,13,871
Bastiodon,28.0,94,286,155,7,7,7,1099
Alolan,13.0,158,136,163,15,12,1,625
Entei,33.5,235,171,251,8,12,8,2997
Electabuzz,44.0,198,158,163,5,2,12,2230
Huntail,28.0,197,179,146,0,10,15,1717
Graveler,18.5,164,164,146,13,13,3,948
Bellsprout,38.5,139,61,137,11,0,3,847
Arcanine,7.5,227,166,207,12,6,8,603
Manaphy,3.0,210,210,225,8,9,14,232
Kingdra,28.5,194,194,181,15,5,13,2088
Spearow,17.0,112,60,120,1,12,11,332
Gorebyss,1.5,211,179,146,3,14,11,68
Lapras,3.0,165,174,277,13,2,8,185
Sceptile,22.0,223,169,172,8,15,3,1627
Buneary,24.5,130,105,146,9,7,13,810
Tyrogue,42.0,64,64,111,9,14,7,448
Venusaur,4.0,198,189,190,2,10,14,263
Flaaffy,16.5,145,109,172,15,2,2,654
Kabuto,33.5,148,140,102,4,0,1,1034
Arbok,1.0,167,153,155,8,10,10,25
Cherrim,21.0,170,153,172,1,3,5,1064
Taillow,19.0,106,61,120,11,10,1,367
Gastly,7.5,186,67,102,3,3,7,216
Drifblim,28.0,180,102,312,5,10,5,1741
Dragonair,23.0,163,135,156,8,3,15,1078
Camerupt,42.0,194,136,172,8,12,2,2076
Gardevoir,24.5,237,195,169,5,8,14,2039
Wartortle,2.5,126,155,153,0,9,0,74
Mudkip,25.0,126,93,137,8,0,6,689
Poliwhirl,29.0,130,123,163,4,13,10,1063
Spoink,33.0,125,122,155,0,9,3,1010
Gastly,5.5,186,67,102,6,4,0,153
Granbull,28.0,212,131,207,14,4,7,1919
Sunkern,26.5,55,55,102,2,15,14,242
Oddish,24.0,131,112,128,5,13,11,767
Anorith,14.5,176,100,128,9,13,2,580
Jolteon,19.0,232,182,163,14,15,14,1557
Machamp,26.5,234,159,207,1,6,9,2098
Nidoking,13.5,204,156,191,5,11,7,915
Deoxys,3.0,230,218,137,12,4,12,204
Krabby,20.5,181,124,102,8,9,9,840
Raikou,27.0,241,195,207,7,11,11,2532
Swampert,5.5,208,175,225,12,9,13,431
Politoed,10.0,174,179,207,6,8,1,633
Blissey,11.0,129,169,496,10,2,5,798
Zangoose,13.0,222,124,177,11,3,2,815
Delcatty,17.5,132,127,172,15,3,7,700
Gastrodon,13.0,169,143,244,2,1,12,761
Numel,23.0,119,79,155,4,15,8,624
Kadabra,38.0,232,117,120,7,12,9,1870
Octillery,22.0,197,141,181,6,7,1,1307
Claydol,7.5,140,229,155,13,3,2,383
Smoochum,23.0,153,91,128,1,7,12,740
Kangaskhan,4.0,181,165,233,13,2,3,251
Haunter,35.5,223,107,128,6,10,13,1719
Duskull,13.5,70,162,85,5,12,15,238
Weavile,11.0,243,171,172,5,7,9,874
Delcatty,23.5,132,127,172,11,6,6,922
Grumpig,33.0,171,188,190,0,13,3,1893
Kricketune,3.0,160,100,184,6,4,14,110
Shuckle,31.5,17,396,85,5,1,14,239
Luxray,3.5,232,156,190,5,13,11,244
Abra,32.0,195,82,93,4,11,0,1023
Staraptor,26.5,234,140,198,10,6,2,1971
Giratina,25.0,225,187,284,4,14,4,2458
Flygon,32.5,205,168,190,2,1,9,2117
Magikarp,8.5,29,85,85,0,3,3,38
Pidgey,17.0,85,73,120,9,9,10,294
Lanturn,35.5,146,137,268,13,10,15,1895
Paras,18.0,121,99,111,9,14,12,492
Swablu,26.0,76,132,128,9,2,3,522
Croagunk,5.5,116,76,134,8,6,10,126
Tangrowth,5.0,207,184,225,3,1,3,363
Growlithe,38.0,136,93,146,15,12,4,1149
Abomasnow,3.5,178,158,207,4,4,8,190
Feebas,25.5,29,85,85,15,6,1,177
Lopunny,40.0,156,194,163,9,14,7,1937
Gabite,5.0,172,125,169,1,13,4,225
Diglett,37.0,109,78,67,10,7,0,536
Kingdra,4.0,194,194,181,2,5,4,245
Grovyle,25.0,172,120,137,6,11,4,1079
Crawdaunt,27.0,224,142,160,12,9,11,1827
Lotad,20.5,71,77,120,1,2,1,257
Sunkern,8.5,55,55,102,3,6,10,72
Buizel,19.0,132,67,146,8,11,13,528
Banette,27.5,218,126,162,0,0,5,1551
Electabuzz,21.5,198,158,163,14,6,6,1354
Goldeen,11.0,123,110,128,5,2,1,302
Staraptor,21.5,234,140,198,2,12,9,1606
Wigglytuff,7.0,156,90,295,15,5,14,357
Totodile,16.0,117,109,137,12,2,15,478
Charizard,4.0,223,173,186,15,6,10,291
Lugia,39.5,193,310,235,13,0,10,3520
Luvdisc,27.5,81,128,125,0,8,2,522
Delcatty,42.0,132,127,172,7,9,10,1400
Alolan,34.0,201,154,155,14,4,0,1921
Celebi,15.5,210,210,225,3,12,5,1331
Kadabra,4.0,232,117,120,13,0,1,190
Kingdra,5.0,194,194,181,4,6,11,326
Shedinja,25.5,153,73,1,9,0,15,251
Kecleon,44.0,161,189,155,8,12,0,1958
Nincada,28.5,80,126,104,1,10,6,503
Chinchou,22.5,106,97,181,13,5,6,659
Poliwhirl,8.0,130,123,163,7,4,5,281
Skitty,29.0,84,79,137,1,15,9,515
Regigigas,14.5,287,210,220,15,0,14,1732
Lanturn,31.0,146,137,268,3,1,11,1591
Togetic,1.5,139,181,146,11,15,0,46
Empoleon,16.5,210,186,197,6,3,7,1248
Metapod,37.0,45,80,137,14,11,8,405
Bronzong,19.0,161,213,167,14,14,12,1196
Metapod,7.5,45,80,137,8,9,7,78
Kabutops,11.5,220,186,155,0,7,6,796
Gloom,42.0,153,136,155,6,4,13,1561
Zangoose,27.0,222,124,177,8,0,15,1709
Geodude,15.0,132,132,120,10,0,4,486
Alolan,19.0,230,153,216,9,5,14,1544
Corphish,23.0,141,99,125,12,12,5,754
Staravia,24.5,142,94,146,11,7,10,839
Deoxys,26.5,144,330,137,3,4,3,1503
Electrike,32.0,123,78,120,13,9,10,800
Snorlax,23.0,190,169,330,1,4,13,1909
Alolan,22.0,135,90,190,2,7,12,752
Hitmonchan,35.0,193,197,137,15,6,0,2011
Darkrai,1.5,285,198,172,15,8,12,106
Beedrill,44.0,169,130,163,8,11,2,1772
Spinda,5.0,116,116,155,9,4,13,149
Arcanine,30.5,227,166,207,12,8,15,2535
Rayquaza,9.0,284,170,213,11,10,2,926
Gible,33.5,124,84,151,7,15,2,913
Milotic,1.0,192,219,216,7,1,8,39
Slakoth,11.5,104,92,155,11,4,7,294
Marowak,29.0,144,186,155,10,5,15,1436
Probopass,36.0,135,275,155,3,2,1,1689
Alolan,10.5,96,109,116,3,7,5,219
Cloyster,36.0,186,256,137,7,10,12,2262
Slowbro,33.0,177,180,216,3,14,5,2095
Combee,20.5,59,83,102,2,14,4,226
Jolteon,23.5,232,182,163,14,0,8,1819
Ditto,13.0,91,91,134,2,2,5,245
Typhlosion,35.5,223,173,186,3,9,9,2488
Raichu,28.0,193,151,155,14,9,13,1695
Sceptile,4.0,223,169,172,6,8,10,268
Wynaut,28.5,41,86,216,4,7,15,335
Magnemite,37.0,165,121,93,0,0,2,1057
Shinx,32.0,117,64,128,11,8,0,679
Dustox,8.5,98,162,155,1,11,0,243
Snorlax,33.0,190,169,330,0,7,5,2593
Bellsprout,31.0,139,61,137,5,14,10,822
Snover,23.0,115,105,155,8,9,4,679
Torterra,10.5,202,188,216,6,15,7,829
Raichu,19.0,193,151,155,1,15,3,1065
Tyrogue,36.0,64,64,111,4,9,9,374
Alolan,22.0,132,132,120,11,3,10,743
Metapod,26.0,45,80,137,15,10,14,324
Swellow,42.0,185,124,155,1,14,15,1824
Quagsire,37.5,152,143,216,4,10,15,1766
Machoke,11.0,177,125,190,12,14,11,620
Tauros,17.0,198,183,181,11,12,10,1223
Whiscash,29.0,151,141,242,6,15,5,1594
Gorebyss,17.5,211,179,146,0,0,2,1072
Gloom,16.5,153,136,155,15,3,3,733
Rapidash,10.5,207,162,163,0,13,13,680
Porygon2,23.0,198,180,198,7,11,0,1636
Monferno,22.5,158,105,162,4,9,4,894
Ekans,30.0,110,97,111,5,7,14,701
Entei,35.0,235,171,251,6,15,15,3109
Masquerain,20.5,192,150,172,7,4,13,1228
Medicham,27.5,121,152,155,5,7,12,1007
Sentret,39.0,79,73,111,6,11,7,520
Dragonite,31.0,263,198,209,15,13,5,3215
Lunatone,31.0,178,153,207,15,6,15,1973
Alolan,37.0,158,136,163,12,10,5,1591
Wailord,38.5,175,87,347,9,10,1,2066
Alolan,7.0,211,198,190,0,4,5,510
Weavile,13.0,243,171,172,9,14,4,1055
Dusclops,32.5,124,234,120,14,14,10,1381
Growlithe,29.0,136,93,146,8,13,15,973
Alolan,28.0,99,78,120,3,5,0,508
Hoppip,10.0,67,94,111,8,14,0,146
Bayleef,39.5,122,155,155,8,15,9,1346
Kangaskhan,10.0,181,165,233,11,7,7,696
Tentacruel,37.0,166,209,190,14,15,9,2271
Registeel,4.5,143,285,190,3,13,6,263
Rhyhorn,37.0,140,127,190,15,8,1,1487
Exploud,5.0,179,137,232,2,12,4,285
Solrock,15.0,178,153,207,12,2,6,924
Piloswine,28.5,181,138,225,13,1,6,1768
Marshtomp,23.0,156,133,172,6,13,14,1095
Lanturn,4.5,146,137,268,9,13,3,233
Lucario,21.0,236,144,172,4,2,14,1482
Kakuna,19.0,46,75,128,14,15,0,218
Beedrill,2.0,169,130,163,10,3,11,75
Leafeon,17.0,216,219,163,7,8,6,1325
Meowth,7.5,92,78,120,2,4,3,124
Mr.,26.5,192,205,120,13,15,8,1626
Glaceon,24.5,238,205,163,2,2,12,1997
Persian,6.0,150,136,163,15,3,12,265
Granbull,21.0,212,131,207,8,9,8,1430
Mankey,4.0,148,82,120,7,10,14,112
Snover,18.5,115,105,155,8,13,12,570
Shaymin,25.5,210,210,225,10,3,0,2191
Squirtle,34.0,94,121,127,0,9,8,711
Clamperl,21.0,133,135,111,14,2,4,691
Growlithe,14.5,136,93,146,10,7,11,473
Plusle,20.0,167,129,155,15,14,9,994
Hitmontop,40.0,173,207,137,11,0,14,2031
Alolan,18.0,125,129,137,4,6,11,585
Nidoran?,37.5,86,89,146,6,4,4,654
Magneton,6.5,223,169,137,3,15,5,411
Regigigas,34.5,287,210,220,4,4,1,3642
Regirock,28.5,179,309,190,13,13,1,2421
Yanma,16.0,154,94,163,6,10,2,598
Umbreon,10.5,126,240,216,7,8,5,583
Cresselia,24.0,152,258,260,1,15,3,1755
Monferno,36.5,158,105,162,6,14,6,1375
Dugtrio,30.0,167,134,111,3,14,10,1217
Finneon,38.5,96,116,135,9,1,4,818
Deoxys,26.5,144,330,137,8,15,10,1618
Lanturn,19.0,146,137,268,13,12,10,1097
Pidgey,17.5,85,73,120,1,2,12,267
Illumise,17.5,143,166,163,13,12,5,842
Floatzel,13.5,221,114,198,3,11,11,872
Diglett,36.5,109,78,67,1,12,6,529
Corphish,8.0,141,99,125,9,9,7,252
Drifloon,39.0,117,80,207,13,15,10,1149
Stantler,20.5,192,131,177,5,10,11,1173
Octillery,30.0,197,141,181,7,2,4,1776
Raikou,32.5,241,195,207,2,14,7,2865
Dialga,35.0,275,211,204,15,2,1,3514
Alolan,8.0,125,129,137,7,5,8,259
Linoone,7.0,142,128,186,9,1,7,290
Charmeleon,22.0,158,126,151,3,5,4,900
Baltoy,36.5,77,124,120,3,12,9,628
Camerupt,10.0,194,136,172,3,13,14,585
Electrode,37.0,173,173,155,13,4,5,1871
Jynx,23.0,223,151,163,11,15,6,1608
Prinplup,8.5,150,139,162,14,4,8,384
Shelgon,14.5,172,155,163,13,5,0,773
Shuckle,1.5,17,396,85,4,3,7,7
Budew,11.0,91,109,120,15,14,6,259
Mudkip,24.5,126,93,137,7,11,8,714
Miltank,13.5,157,193,216,0,4,1,782
Prinplup,19.0,150,139,162,14,14,13,909
Bastiodon,35.5,94,286,155,13,8,1,1339
Heracross,18.0,234,179,190,0,13,4,1450
Meltan,27.5,118,130,130,11,4,7,857
Poliwhirl,13.0,130,123,163,5,2,5,453
Flaaffy,10.0,145,109,172,7,0,5,376
Skitty,44.0,84,79,137,10,4,3,665
Glalie,3.5,162,162,190,12,0,15,177
Rapidash,20.5,207,162,163,4,15,7,1338
Floatzel,8.0,221,114,198,14,13,1,526
Infernape,28.5,222,151,183,9,8,6,2036
Volbeat,33.0,143,166,163,3,7,7,1407
Raticate,15.0,161,139,146,7,10,8,681
Alolan,33.0,211,198,190,14,6,10,2554
Mudkip,28.5,126,93,137,14,7,14,874
Sunflora,34.0,185,135,181,6,11,2,1782
Bronzong,23.0,161,213,167,3,13,10,1346
Dusknoir,8.0,180,254,128,14,12,0,504
Jumpluff,21.0,118,183,181,11,4,14,923
Alolan,16.5,135,154,181,12,11,6,760
Haunter,27.5,223,107,128,13,5,12,1450
Mesprit,37.5,212,212,190,7,13,4,2755
Melmetal,10.5,226,190,264,9,6,3,1007
Shuppet,7.5,138,65,127,9,15,5,198
Arceus,26.0,238,238,236,15,7,11,2887
Krabby,31.5,181,124,102,11,0,8,1230
Raikou,11.0,241,195,207,2,13,13,1020
Gligar,43.0,143,184,163,3,7,6,1701
Chinchou,31.0,106,97,181,0,0,9,783
Nidorino,32.0,137,111,156,2,10,1,1059
Bellossom,3.5,169,186,181,15,9,13,200
Koffing,38.0,119,141,120,14,0,9,1088
Mr.,9.5,192,205,120,15,3,1,555
Hoppip,26.5,67,94,111,9,14,10,410
Drifloon,8.5,117,80,207,0,11,6,244
Pinsir,1.5,238,182,163,1,6,7,78
Torterra,28.0,202,188,216,13,8,14,2281
Trapinch,43.0,162,78,128,9,10,1,1181
Cacnea,27.5,156,74,137,0,12,0,831
Budew,40.0,91,109,120,2,9,3,699
Arcanine,18.5,227,166,207,7,6,8,1485
Delcatty,27.5,132,127,172,4,9,12,1055
Primeape,14.5,207,138,163,7,1,2,838
Tyrogue,11.0,64,64,111,5,15,6,130
Cradily,30.0,152,194,200,0,11,14,1704
Floatzel,26.0,221,114,198,9,10,13,1726
Numel,39.0,119,79,155,5,6,2,881
Lileep,1.5,105,150,165,7,8,13,34
Slowbro,25.0,177,180,216,1,9,11,1644
Psyduck,36.0,122,95,137,9,4,15,946
Grimer,12.5,135,90,190,9,10,14,458
Arceus,42.0,238,238,236,6,0,13,3804
Kecleon,27.0,161,189,155,10,7,2,1445
Kyogre,13.5,270,228,205,14,12,3,1528
Shroomish,7.0,74,110,155,15,10,14,154
Baltoy,3.5,77,124,120,8,2,12,61
Houndour,31.5,152,83,128,10,1,2,928
Blastoise,14.5,171,207,188,0,14,11,927
Jumpluff,35.0,118,183,181,14,14,15,1504
Meowth,11.5,92,78,120,2,1,13,197
Slakoth,5.5,104,92,155,10,6,2,132
Skiploom,30.0,91,120,146,9,10,3,745
Hariyama,16.0,209,114,302,5,8,2,1176
Gligar,28.5,143,184,163,12,5,9,1421
Steelix,16.0,148,272,181,0,12,15,997
Grumpig,32.0,171,188,190,13,8,4,1984
Aipom,24.0,136,112,146,4,8,1,796
Taillow,7.0,106,61,120,11,10,12,138
Kyogre,13.0,270,228,205,8,13,7,1457
Togepi,43.0,67,116,111,14,13,1,631
Spinarak,5.0,105,73,120,2,7,13,92
Munchlax,32.5,137,117,286,7,5,2,1505
Kadabra,38.0,232,117,120,9,0,5,1768
Girafarig,21.0,182,133,172,7,1,6,1093
Magmortar,4.5,247,172,181,10,12,13,363
Squirtle,6.5,94,121,127,9,11,8,154
Alolan,32.0,170,193,177,10,3,1,1859
Marshtomp,42.0,156,133,172,15,11,3,1738
Wartortle,4.0,126,155,153,11,5,13,146
Alolan,16.5,144,186,155,7,4,0,763
Pidgeotto,6.0,117,105,160,11,6,2,176
Blissey,24.5,129,169,496,2,9,7,1713
Metagross,15.0,257,228,190,12,3,7,1536
Mothim,8.0,185,98,172,0,2,2,343
Kabutops,4.5,220,186,155,0,14,15,303
Rampardos,25.0,295,109,219,15,10,2,2242
Mankey,32.0,148,82,120,15,13,7,990
Vaporeon,13.0,205,161,277,12,15,6,1123
Metang,23.5,138,176,155,1,3,12,1007
Feraligatr,6.0,205,188,198,9,0,9,435
Trapinch,43.0,162,78,128,1,5,12,1139
Seviper,34.5,196,118,177,4,4,1,1696
Burmy,32.5,53,83,120,12,15,7,404
Horsea,10.0,129,103,102,12,9,4,274
Alolan,10.5,230,153,216,9,0,14,840
Mesprit,15.0,212,212,190,8,12,14,1258
Taillow,31.5,106,61,120,4,3,9,548
Meowth,11.5,92,78,120,15,11,12,238
Gliscor,3.0,185,222,181,2,3,8,179
Jirachi,13.0,210,210,225,14,5,8,1163
Riolu,19.5,127,78,120,9,15,4,508
Forretress,7.5,161,205,181,13,5,15,463
Grotle,27.0,157,143,181,0,2,12,1265
Celebi,11.5,210,210,225,15,11,8,1048
Marill,15.5,37,93,172,4,14,3,155
Victreebel,33.0,207,135,190,15,1,11,2063
Weezing,27.5,174,197,163,0,14,14,1650
Toxicroak,31.0,211,133,195,13,9,11,2085
Solrock,33.0,178,153,207,6,15,1,1933
Skitty,1.5,84,79,137,9,4,15,19
Electrike,2.5,123,78,120,5,15,6,51
Ledyba,44.0,72,118,120,11,15,5,702
Walrein,1.5,182,176,242,8,10,4,74
Omanyte,15.0,155,153,111,2,12,2,573
Vespiquen,8.5,149,190,172,8,7,12,449
Quilava,28.0,158,126,151,7,14,9,1233
Shinx,39.5,117,64,128,8,13,0,769
Magmar,34.0,206,154,163,14,10,7,2097
Marill,20.5,37,93,172,4,5,7,198
Rattata,22.5,103,70,102,5,0,8,380
Sealeo,18.5,137,132,207,8,11,2,827
Moltres,34.5,251,181,207,11,9,7,3040
Mothim,27.5,185,98,172,0,1,1,1188
Hariyama,26.0,209,114,302,3,7,11,1914
Blaziken,31.5,240,141,190,10,15,13,2441
Noctowl,6.5,145,156,225,11,10,6,343
Charmeleon,28.0,158,126,151,2,1,2,1114
Jirachi,18.5,210,210,225,7,8,5,1604
Mime,39.0,125,142,85,4,4,14,954
Skorupi,26.0,93,151,120,1,8,14,636
Nidoran?,1.5,86,89,146,15,15,6,23
Budew,21.5,91,109,120,0,1,9,415
Onix,19.0,85,232,111,5,11,10,523
Smeargle,38.0,40,83,146,13,3,2,362
Pidgey,26.5,85,73,120,15,0,6,453
Jirachi,18.5,210,210,225,14,12,8,1681
Espeon,30.0,261,175,163,12,9,5,2569
Snover,10.0,115,105,155,10,15,7,311
Solrock,20.5,178,153,207,3,9,4,1224
Cloyster,5.0,186,256,137,11,1,14,326
Garchomp,21.5,261,193,239,10,14,4,2331
Ivysaur,37.5,151,143,155,9,15,3,1522
Diglett,34.5,109,78,67,6,1,15,532
Volbeat,4.0,143,166,163,7,3,2,163
Snorlax,24.0,190,169,330,4,9,6,2031
Dodrio,1.5,218,140,155,6,12,0,62
Alolan,21.0,99,78,120,3,8,12,407
Cherubi,26.0,108,92,128,0,8,4,575
Luxio,30.0,159,95,155,11,8,11,1190
Latios,8.0,268,212,190,11,10,10,827
Omastar,31.5,207,201,172,10,11,5,2306
Cloyster,36.5,186,256,137,15,10,11,2366
Budew,38.5,91,109,120,7,11,14,759
Relicanth,24.5,162,203,225,11,1,14,1670
Wooper,26.0,75,66,146,12,1,3,403
Nuzleaf,22.5,134,78,172,9,3,3,683
Grumpig,34.5,171,188,190,9,13,9,2071
Hariyama,29.0,209,114,302,7,5,10,2153
Magnemite,29.0,165,121,93,9,3,15,1042
Camerupt,23.5,194,136,172,7,6,1,1321
Tentacool,3.5,97,149,120,11,10,14,88
Pelipper,12.5,175,174,155,10,9,11,719
Kricketune,42.0,160,100,184,9,0,4,1484
Bidoof,2.5,80,73,153,0,10,5,34
Machoke,29.0,177,125,190,2,0,14,1479
Dunsparce,5.5,131,128,225,2,4,4,216
Cubone,2.0,90,144,137,5,0,12,38
Mantyke,18.0,105,179,128,15,5,4,600
Clefable,30.0,178,162,216,4,7,10,1904
Tangela,38.0,183,169,163,8,4,13,2022
Dragonite,3.5,263,198,209,5,8,7,316
Tauros,6.0,198,183,181,14,14,1,413
Cacnea,19.0,156,74,137,5,7,0,575
Charmeleon,36.0,158,126,151,1,8,4,1349
Chansey,40.0,60,128,487,3,14,0,1034
Volbeat,22.5,143,166,163,11,2,2,1029
Jigglypuff,9.5,80,41,251,4,0,14,148
Primeape,32.0,207,138,163,6,5,5,1826
Dunsparce,15.5,131,128,225,3,14,3,666
Pidgey,9.5,85,73,120,7,0,5,148
Cresselia,26.0,152,258,260,6,6,7,1946
Glameow,33.5,109,82,135,7,0,11,719
Dunsparce,22.5,131,128,225,6,3,0,944
Ivysaur,32.0,151,143,155,11,2,11,1390
Persian,17.0,150,136,163,15,5,4,768
Whiscash,22.0,151,141,242,11,3,6,1201
Smeargle,38.0,40,83,146,11,4,8,358
Lickitung,5.0,108,137,207,2,5,1,159
Donphan,16.5,214,185,207,1,7,4,1274
Mareep,20.5,114,79,146,3,0,0,459
Seedot,25.5,71,77,120,5,3,0,338
Shedinja,9.5,153,73,1,9,4,5,58
Deoxys,26.0,345,115,137,15,6,10,2227
Marowak,13.5,144,186,155,8,0,10,641
Staryu,43.0,137,112,102,2,13,13,1080
Masquerain,2.5,192,150,172,4,13,3,122
Alolan,30.5,103,70,102,14,12,14,616
Hippopotas,33.5,124,118,169,6,14,10,1132
Chatot,22.5,183,91,183,9,6,14,1065
Slakoth,31.0,104,92,155,13,7,1,791
Shieldon,10.5,76,195,102,2,14,13,226
Alolan,11.0,109,82,67,1,13,0,172
Marowak,9.0,144,186,155,1,14,11,421
Kabutops,27.5,220,186,155,2,1,9,1907
Surskit,36.0,93,87,120,4,5,5,612
Gloom,43.0,153,136,155,15,5,4,1631
Blaziken,24.0,240,141,190,12,13,3,1860
Regice,24.0,179,309,190,15,12,3,2068
Entei,9.5,235,171,251,7,13,1,881
Clamperl,5.5,133,135,111,15,8,11,183
Toxicroak,7.0,211,133,195,6,3,12,444
Exploud,31.5,179,137,232,6,4,6,1859
Giratina,15.5,187,225,284,10,3,5,1398
Poochyena,26.5,96,61,111,5,0,1,394
Primeape,9.5,207,138,163,13,4,10,583
Murkrow,9.0,175,87,155,13,7,8,371
Slugma,34.5,118,71,120,6,15,1,727
Phanpy,31.0,107,98,207,15,7,10,1002
Nidorino,7.5,137,111,156,11,6,2,264
Kabutops,5.5,220,186,155,2,0,9,363
Poliwrath,9.0,182,184,207,8,7,15,624
Weezing,20.5,174,197,163,9,5,12,1258
Porygon-Z,31.5,264,150,198,8,1,11,2651
Azelf,19.5,270,151,181,15,1,15,1711
Miltank,16.5,157,193,216,12,15,12,1083
Camerupt,28.0,194,136,172,9,7,7,1622
Umbreon,6.5,126,240,216,9,5,14,360
Jigglypuff,14.0,80,41,251,7,1,13,228
Kakuna,13.0,46,75,128,6,8,8,128
Gyarados,40.0,237,186,216,15,5,10,3270
Electrode,21.0,173,173,155,12,9,7,1190
Primeape,36.0,207,138,163,1,7,6,1917
Bayleef,38.0,122,155,155,5,10,2,1240
Glalie,32.0,162,162,190,9,6,2,1699
Infernape,18.0,222,151,183,4,0,3,1216
Ariados,41.0,161,124,172,13,2,7,1652
Grumpig,38.0,171,188,190,4,12,0,2069
Zangoose,14.0,222,124,177,7,0,12,875
Aron,15.5,121,141,137,2,5,7,493
Darkrai,20.0,285,198,172,1,2,1,1898
Banette,39.0,218,126,162,4,9,13,2100
Rattata,29.5,103,70,102,13,1,7,537
Jirachi,25.5,210,210,225,13,8,6,2277
Absol,3.0,246,120,163,10,15,14,184
Probopass,23.0,135,275,155,3,8,0,1186
Slowking,4.5,177,180,216,8,12,5,285
Mothim,26.5,185,98,172,15,5,5,1277
Hoppip,24.5,67,94,111,11,0,10,363
Groudon,22.0,270,228,205,5,9,6,2414
Doduo,14.0,158,83,111,8,0,3,403
Porygon2,28.0,198,180,198,7,2,8,1983
Zapdos,4.5,253,185,207,4,15,0,391
Voltorb,7.0,109,111,120,11,11,1,177
Wailmer,35.0,136,68,277,7,8,11,1227
Porygon,17.5,153,136,163,4,7,1,750
Yanma,5.5,154,94,163,15,12,10,214
Tentacool,27.5,97,149,120,11,15,9,770
Jolteon,35.0,232,182,163,6,13,4,2490
Minun,12.5,147,150,155,7,3,1,530
Seedot,24.5,71,77,120,2,6,13,335
Kecleon,2.0,161,189,155,15,12,0,86
Slakoth,37.5,104,92,155,13,10,11,916
Porygon,3.5,153,136,163,0,11,3,133
Cherubi,18.0,108,92,128,6,9,4,422
Huntail,30.0,197,179,146,7,5,10,1850
Ponyta,26.5,170,127,137,11,3,2,1150
Beedrill,19.5,169,130,163,3,5,7,906
Shroomish,23.5,74,110,155,3,12,7,453
Huntail,34.0,197,179,146,9,12,8,2017
Smoochum,8.0,153,91,128,10,14,11,277
Kingdra,38.0,194,194,181,1,0,3,2235
Latias,6.0,228,246,190,1,7,11,532
Haunter,25.0,223,107,128,10,7,6,1284
Marill,33.0,37,93,172,9,13,0,349
Spiritomb,32.5,169,199,137,15,1,5,1729
Wobbuffet,30.0,60,106,382,10,13,9,808
Dusknoir,10.0,180,254,128,1,9,14,624
Cloyster,4.5,186,256,137,11,12,1,283
Mudkip,1.0,126,93,137,1,15,5,13
Doduo,36.5,158,83,111,0,8,12,991
Krabby,13.5,181,124,102,6,11,0,528
Croconaw,3.0,150,142,163,2,1,7,110
Dodrio,10.5,218,140,155,1,9,11,645
Shinx,42.0,117,64,128,14,9,5,826
Grumpig,24.5,171,188,190,3,12,11,1525
Krabby,39.5,181,124,102,8,9,8,1417
Togetic,32.5,139,181,146,11,15,8,1453
Aipom,4.0,136,112,146,12,10,9,133
Sudowoodo,8.5,167,176,172,14,3,5,483
Alolan,14.0,125,129,137,0,7,8,438
Paras,9.5,121,99,111,14,0,13,252
Shaymin,26.0,261,166,225,5,12,7,2508
Tangrowth,15.5,207,184,225,6,13,12,1273
Vespiquen,36.0,149,190,172,7,1,11,1717
Snubbull,18.5,137,85,155,14,14,13,642
Remoraid,18.5,127,69,111,14,0,13,430
Milotic,4.5,192,219,216,0,8,5,321
Skorupi,37.5,93,151,120,5,5,11,843
Piplup,30.5,112,102,142,3,4,15,800
Rhyperior,41.0,241,190,251,13,15,10,3716
Celebi,36.0,210,210,225,14,2,0,2881
Monferno,20.5,158,105,162,6,15,14,871
Mareep,9.5,114,79,146,12,15,1,250
Entei,8.5,235,171,251,6,1,8,764
Raticate,9.0,161,139,146,6,13,2,399
Bayleef,37.0,122,155,155,13,2,8,1291
Milotic,32.0,192,219,216,4,1,7,2401
Jumpluff,20.0,118,183,181,10,10,12,881
Flygon,43.0,205,168,190,8,0,9,2525
Dunsparce,13.0,131,128,225,8,15,15,597
Beedrill,8.5,169,130,163,3,2,8,388
Voltorb,19.0,109,111,120,11,10,13,516
Volbeat,40.0,143,166,163,5,4,15,1607
Meganium,34.5,168,202,190,9,15,7,2106
Minun,44.0,147,150,155,4,1,5,1541
Scyther,20.0,218,170,172,10,14,15,1509
Groudon,5.5,270,228,205,5,14,5,580
Slugma,29.5,118,71,120,7,3,5,632
Alolan,18.5,135,90,190,3,13,0,637
Lanturn,21.5,146,137,268,9,1,7,1158
Banette,21.0,218,126,162,5,9,0,1235
Nidorina,6.0,117,120,172,8,0,9,189
